Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
2961,0.375,0.288,0.41,0.529,0.169,17.5
2962,0.568,0.39,0.656,0.722,0.324,17.9
2963,0.625,0.408,0.741,0.699,0.45,18.6
2964,0.572,0.374,0.684,0.562,0.496,19.6
2965,0.572,0.382,0.674,0.488,0.568,20.1
2966,0.623,0.416,0.733,0.444,0.705,20.3
2967,0.56,0.394,0.642,0.317,0.718,19
2968,0.47,0.363,0.507,0.2,0.671,20
2969,0.385,0.334,0.38,0.118,0.634,19.3
2970,0.239,0.251,0.195,0.095,0.474,18.7
2971,0.113,0.171,0.061,0.061,0.321,18.8
2972,0.03,0.029,0.029,0.029,0.029,18.4
2973,0.005,0.005,0.005,0.005,0.005,17.6
2974,0,0,0,0,0,16.6
2975,0,0,0,0,0,15.8
2976,0,0,0,0,0,15
2977,0,0,0,0,0,13
2978,0,0,0,0,0,11
2979,0,0,0,0,0,9.8
2980,0,0,0,0,0,8.7
2981,0,0,0,0,0,7.9
2982,0,0,0,0,0,8.1
2983,0.098,0.102,0.081,0.21,0.027,10
2984,0.237,0.204,0.239,0.392,0.066,12.1
2985,0.302,0.242,0.32,0.399,0.163,14.3
2986,0.477,0.345,0.541,0.591,0.295,16.2
2987,0.603,0.412,0.701,0.665,0.448,18.1
2988,0.582,0.397,0.681,0.569,0.508,19.5
2989,0.572,0.395,0.666,0.493,0.568,20.8
2990,0.59,0.423,0.663,0.443,0.642,21.5
2991,0.585,0.434,0.641,0.369,0.707,21.8
2992,0.486,0.384,0.51,0.237,0.657,21.8
2993,0.341,0.302,0.332,0.152,0.507,21.2
2994,0.224,0.226,0.187,0.121,0.372,20.1
2995,0.115,0.168,0.065,0.065,0.305,18.5
2996,0.034,0.032,0.032,0.032,0.032,16.8
2997,0.005,0.005,0.005,0.005,0.005,14.8
2998,0,0,0,0,0,12.7
2999,0,0,0,0,0,10.8
3000,0,0,0,0,0,8.8
3001,0,0,0,0,0,7.8
3002,0,0,0,0,0,6.4
3003,0,0,0,0,0,5.7
3004,0,0,0,0,0,4.9
3005,0,0,0,0,0,4.3
3006,0,0,0,0,0,4.5
3007,0.105,0.112,0.087,0.234,0.025,6.2
3008,0.323,0.27,0.325,0.571,0.046,8.1
3009,0.514,0.376,0.565,0.759,0.182,9.9
3010,0.674,0.451,0.775,0.859,0.367,11.7
3011,0.791,0.507,0.923,0.872,0.557,13.1
3012,0.856,0.536,1.007,0.822,0.721,14.5
3013,0.867,0.544,1.02,0.716,0.848,15.4
3014,0.82,0.528,0.961,0.563,0.926,16
3015,0.72,0.492,0.823,0.384,0.932,16.2
3016,0.601,0.448,0.653,0.204,0.897,16.1
3017,0.448,0.383,0.44,0.075,0.797,15.5
3018,0.279,0.302,0.216,0.072,0.617,14.4
3019,0.127,0.208,0.056,0.056,0.406,12.8
3020,0.032,0.03,0.03,0.03,0.03,11.2
3021,0.006,0.006,0.006,0.006,0.006,10.4
3022,0,0,0,0,0,9.8
3023,0,0,0,0,0,9.1
3024,0,0,0,0,0,8.5
3025,0,0,0,0,0,9.1
3026,0,0,0,0,0,9.7
3027,0,0,0,0,0,10.1
3028,0,0,0,0,0,10.4
3029,0,0,0,0,0,10.7
3030,0,0,0,0,0,11.2
3031,0.146,0.155,0.117,0.332,0.025,13.9
3032,0.33,0.277,0.33,0.58,0.046,16.6
3033,0.518,0.38,0.568,0.763,0.185,19.5
3034,0.677,0.455,0.776,0.862,0.37,22.2
3035,0.793,0.51,0.923,0.874,0.559,24.7
3036,0.858,0.54,1.008,0.824,0.723,26.9
3037,0.869,0.547,1.02,0.717,0.85,28.5
3038,0.826,0.532,0.967,0.566,0.933,29.8
3039,0.726,0.497,0.825,0.387,0.935,30.6
3040,0.588,0.443,0.636,0.208,0.871,30.8
3041,0.398,0.348,0.389,0.11,0.662,30.4
3042,0.237,0.247,0.193,0.103,0.44,29.3
3043,0.118,0.176,0.063,0.063,0.32,27.5
3044,0.035,0.033,0.033,0.033,0.033,25.5
3045,0.006,0.006,0.006,0.006,0.006,24.2
3046,0,0,0,0,0,22.8
3047,0,0,0,0,0,21.4
3048,0,0,0,0,0,20.1
3049,0,0,0,0,0,18.6
3050,0,0,0,0,0,17.1
3051,0,0,0,0,0,16.1
3052,0,0,0,0,0,15.3
3053,0,0,0,0,0,14.7
3054,0,0,0,0,0,15
3055,0.139,0.148,0.112,0.311,0.026,16.6
3056,0.295,0.251,0.296,0.514,0.047,18.4
3057,0.476,0.354,0.521,0.698,0.176,20.2
3058,0.66,0.447,0.754,0.838,0.363,22
3059,0.758,0.488,0.888,0.842,0.534,23.5
3060,0.794,0.502,0.939,0.768,0.673,24.7
3061,0.723,0.471,0.854,0.608,0.716,25.5
3062,0.64,0.44,0.738,0.463,0.715,26.1
3063,0.598,0.43,0.67,0.347,0.753,26.4
3064,0.479,0.379,0.508,0.219,0.669,26.3
3065,0.332,0.294,0.32,0.131,0.506,25.9
3066,0.205,0.214,0.166,0.088,0.382,25.1
3067,0.108,0.162,0.056,0.056,0.293,23.8
3068,0.032,0.03,0.03,0.03,0.03,22.3
3069,0.006,0.006,0.006,0.006,0.006,20.6
3070,0,0,0,0,0,18.8
3071,0,0,0,0,0,17.1
3072,0,0,0,0,0,15.3
3073,0,0,0,0,0,14.4
3074,0,0,0,0,0,13.2
3075,0,0,0,0,0,12.6
3076,0,0,0,0,0,12.1
3077,0,0,0,0,0,11.7
3078,0,0,0,0,0,12.1
3079,0.135,0.145,0.108,0.302,0.025,14.1
3080,0.309,0.262,0.308,0.538,0.046,16
3081,0.496,0.369,0.541,0.727,0.183,18
3082,0.656,0.447,0.748,0.832,0.363,19.9
3083,0.761,0.494,0.888,0.844,0.539,21.6
3084,0.79,0.506,0.929,0.764,0.672,23.1
3085,0.735,0.473,0.869,0.614,0.727,24
3086,0.655,0.445,0.76,0.467,0.737,24.7
3087,0.595,0.433,0.663,0.352,0.744,25.1
3088,0.441,0.352,0.468,0.205,0.615,25.2
3089,0.307,0.275,0.295,0.135,0.452,24.7
3090,0.228,0.237,0.185,0.105,0.409,23.7
3091,0.126,0.185,0.067,0.067,0.329,22.3
3092,0.041,0.039,0.039,0.039,0.039,20.8
3093,0.008,0.008,0.008,0.008,0.008,19.4
3094,0,0,0,0,0,18.1
3095,0,0,0,0,0,16.8
3096,0,0,0,0,0,15.4
3097,0,0,0,0,0,14.7
3098,0,0,0,0,0,13.9
3099,0,0,0,0,0,13.4
3100,0,0,0,0,0,13
3101,0,0,0,0,0,12.7
3102,0,0,0,0,0,13.2
3103,0.127,0.134,0.104,0.26,0.036,15.4
3104,0.297,0.257,0.296,0.506,0.058,17.6
3105,0.489,0.367,0.532,0.714,0.184,19.7
3106,0.654,0.45,0.743,0.827,0.366,21.8
3107,0.771,0.504,0.898,0.854,0.547,23.7
3108,0.811,0.522,0.957,0.787,0.692,25
3109,0.828,0.537,0.968,0.69,0.814,26.2
3110,0.814,0.536,0.943,0.563,0.916,26.8
3111,0.709,0.494,0.802,0.383,0.913,27.1
3112,0.552,0.429,0.59,0.218,0.801,27.1
3113,0.425,0.373,0.41,0.106,0.708,26.5
3114,0.277,0.299,0.213,0.079,0.579,25.4
3115,0.133,0.207,0.063,0.063,0.377,24.1
3116,0.036,0.034,0.034,0.034,0.034,22.4
3117,0.007,0.007,0.007,0.007,0.007,20.8
3118,0,0,0,0,0,19
3119,0,0,0,0,0,17.3
3120,0,0,0,0,0,15.6
3121,0,0,0,0,0,14.4
3122,0,0,0,0,0,13
3123,0,0,0,0,0,12.3
3124,0,0,0,0,0,11.6
3125,0,0,0,0,0,11.1
3126,0,0,0,0,0,11.6
3127,0.029,0.027,0.026,0.031,0.024,12.9
3128,0.097,0.088,0.091,0.105,0.075,15.3
3129,0.215,0.187,0.209,0.234,0.162,17
3130,0.331,0.274,0.343,0.364,0.253,18.5
3131,0.456,0.354,0.489,0.475,0.368,19.1
3132,0.465,0.344,0.519,0.451,0.412,19.5
3133,0.417,0.322,0.45,0.367,0.404,19.7
3134,0.415,0.328,0.441,0.335,0.433,18.2
3135,0.381,0.308,0.398,0.274,0.432,17.3
3136,0.297,0.252,0.299,0.191,0.36,17.3
3137,0.184,0.167,0.172,0.132,0.211,17.3
3138,0.114,0.107,0.102,0.095,0.121,16.6
3139,0.059,0.061,0.049,0.049,0.076,16
3140,0.019,0.018,0.018,0.018,0.018,15.1
3141,0.004,0.004,0.004,0.004,0.004,14.3
3142,0,0,0,0,0,13.3
3143,0,0,0,0,0,12.5
3144,0,0,0,0,0,11.5
3145,0,0,0,0,0,11.1
3146,0,0,0,0,0,10.8
3147,0,0,0,0,0,10.5
3148,0,0,0,0,0,10.4
3149,0,0,0,0,0,10.4
3150,0,0,0,0,0,10.5
3151,0.065,0.067,0.056,0.112,0.031,10.7
3152,0.191,0.169,0.19,0.311,0.052,11.3
3153,0.35,0.275,0.375,0.49,0.161,12.4
3154,0.496,0.365,0.554,0.611,0.308,13.3
3155,0.632,0.439,0.725,0.695,0.469,14.8
3156,0.669,0.459,0.773,0.65,0.581,16.3
3157,0.55,0.402,0.615,0.477,0.539,17.7
3158,0.397,0.316,0.421,0.322,0.415,18.5
3159,0.424,0.332,0.456,0.285,0.503,18.9
3160,0.414,0.338,0.427,0.216,0.549,18.7
3161,0.278,0.251,0.266,0.124,0.406,18.8
3162,0.202,0.207,0.166,0.106,0.33,18.1
3163,0.134,0.19,0.074,0.074,0.321,18
3164,0.043,0.041,0.041,0.041,0.041,17.2
3165,0.008,0.008,0.008,0.008,0.008,16.2
3166,0,0,0,0,0,15.2
3167,0,0,0,0,0,14.3
3168,0,0,0,0,0,13.3
3169,0,0,0,0,0,12.4
3170,0,0,0,0,0,11.4
3171,0,0,0,0,0,10.9
3172,0,0,0,0,0,10.4
3173,0,0,0,0,0,10.3
3174,0,0,0,0,0,11.1
3175,0.017,0.016,0.015,0.017,0.014,12.2
3176,0.045,0.042,0.042,0.046,0.038,14.3
3177,0.095,0.085,0.091,0.098,0.078,16.9
3178,0.103,0.09,0.1,0.103,0.087,19.2
3179,0.092,0.084,0.086,0.086,0.084,21
3180,0.106,0.097,0.098,0.098,0.097,21
3181,0.099,0.091,0.091,0.091,0.091,21.2
3182,0.102,0.094,0.094,0.094,0.094,21.4
3183,0.114,0.104,0.105,0.104,0.105,21.3
3184,0.112,0.102,0.103,0.1,0.105,21.1
3185,0.085,0.077,0.078,0.075,0.08,20.6
3186,0.071,0.067,0.064,0.059,0.078,19.6
3187,0.058,0.066,0.044,0.044,0.09,18.5
3188,0.025,0.024,0.024,0.024,0.024,17.4
3189,0.007,0.007,0.007,0.007,0.007,16.2
3190,0,0,0,0,0,15
3191,0,0,0,0,0,13.9
3192,0,0,0,0,0,12.7
3193,0,0,0,0,0,11.5
3194,0,0,0,0,0,11.6
3195,0,0,0,0,0,11.4
3196,0,0,0,0,0,11
3197,0,0,0,0,0,11.1
3198,0,0,0,0,0,11.4
3199,0.084,0.087,0.071,0.146,0.037,11.5
3200,0.148,0.134,0.144,0.209,0.07,12
3201,0.23,0.187,0.239,0.302,0.124,13
3202,0.399,0.298,0.446,0.492,0.251,13.9
3203,0.523,0.38,0.593,0.572,0.401,14.2
3204,0.589,0.415,0.676,0.575,0.516,14.8
3205,0.609,0.425,0.7,0.522,0.603,15.4
3206,0.58,0.418,0.657,0.431,0.644,15.6
3207,0.501,0.386,0.539,0.325,0.599,15.7
3208,0.44,0.361,0.452,0.231,0.582,15.5
3209,0.359,0.322,0.34,0.137,0.541,15.5
3210,0.253,0.268,0.2,0.102,0.464,15.2
3211,0.128,0.189,0.065,0.065,0.324,14.8
3212,0.039,0.037,0.037,0.037,0.037,12.2
3213,0.008,0.008,0.008,0.008,0.008,12.7
3214,0,0,0,0,0,13.1
3215,0,0,0,0,0,12.6
3216,0,0,0,0,0,12
3217,0,0,0,0,0,11.7
3218,0,0,0,0,0,11.4
3219,0,0,0,0,0,11.2
3220,0,0,0,0,0,11
3221,0,0,0,0,0,11
3222,0,0,0,0,0,11.7
3223,0.162,0.175,0.127,0.346,0.031,13
3224,0.345,0.3,0.337,0.589,0.052,15.1
3225,0.529,0.404,0.566,0.764,0.206,17.4
3226,0.684,0.479,0.768,0.861,0.386,19.5
3227,0.792,0.527,0.911,0.873,0.564,21.2
3228,0.837,0.552,0.97,0.808,0.714,23.2
3229,0.848,0.557,0.987,0.708,0.836,24.9
3230,0.806,0.545,0.925,0.564,0.905,26.2
3231,0.714,0.516,0.793,0.405,0.904,26.7
3232,0.569,0.454,0.595,0.249,0.799,26.7
3233,0.43,0.386,0.409,0.14,0.674,26.3
3234,0.279,0.293,0.222,0.121,0.494,25.3
3235,0.144,0.202,0.077,0.077,0.334,24
3236,0.051,0.049,0.049,0.049,0.049,22.4
3237,0.01,0.01,0.01,0.01,0.01,21
3238,0,0,0,0,0,19.5
3239,0,0,0,0,0,18.1
3240,0,0,0,0,0,16.6
3241,0,0,0,0,0,15.5
3242,0,0,0,0,0,14.3
3243,0,0,0,0,0,13.5
3244,0,0,0,0,0,13.1
3245,0,0,0,0,0,13.1
3246,0,0,0,0,0,13
3247,0.123,0.131,0.1,0.239,0.04,13.9
3248,0.315,0.277,0.308,0.532,0.056,14.2
3249,0.513,0.392,0.549,0.743,0.197,15.8
3250,0.659,0.464,0.737,0.827,0.374,16.1
3251,0.755,0.508,0.866,0.832,0.542,15.9
3252,0.722,0.48,0.841,0.701,0.619,16.1
3253,0.652,0.45,0.749,0.555,0.644,16.8
3254,0.647,0.46,0.731,0.473,0.718,18.4
3255,0.582,0.435,0.639,0.351,0.722,19.5
3256,0.433,0.353,0.452,0.208,0.597,20.5
3257,0.352,0.318,0.336,0.103,0.565,20.7
3258,0.246,0.267,0.191,0.084,0.477,20.8
3259,0.121,0.179,0.06,0.06,0.302,20.5
3260,0.035,0.033,0.033,0.033,0.033,19.7
3261,0.009,0.009,0.009,0.009,0.009,18.3
3262,0,0,0,0,0,17
3263,0,0,0,0,0,15.6
3264,0,0,0,0,0,14.3
3265,0,0,0,0,0,13.1
3266,0,0,0,0,0,11.9
3267,0,0,0,0,0,11.3
3268,0,0,0,0,0,10.9
3269,0,0,0,0,0,10.8
3270,0,0,0,0,0,11.2
3271,0.157,0.171,0.123,0.331,0.031,11.9
3272,0.294,0.261,0.285,0.473,0.073,12.8
3273,0.402,0.324,0.425,0.552,0.196,13.8
3274,0.579,0.425,0.645,0.72,0.35,14.8
3275,0.752,0.51,0.864,0.831,0.543,15.7
3276,0.835,0.549,0.965,0.805,0.71,16.5
3277,0.754,0.508,0.872,0.636,0.745,17.3
3278,0.611,0.448,0.683,0.459,0.672,17.7
3279,0.453,0.367,0.47,0.325,0.513,18
3280,0.363,0.309,0.362,0.229,0.442,18
3281,0.317,0.289,0.301,0.133,0.465,17.7
3282,0.238,0.253,0.187,0.097,0.429,16.9
3283,0.139,0.201,0.07,0.07,0.335,16.8
3284,0.042,0.04,0.04,0.04,0.04,15.9
3285,0.008,0.008,0.008,0.008,0.008,14.3
3286,0,0,0,0,0,12.5
3287,0,0,0,0,0,10.9
3288,0,0,0,0,0,9.1
3289,0,0,0,0,0,7.8
3290,0,0,0,0,0,6.1
3291,0,0,0,0,0,5.3
3292,0,0,0,0,0,4.6
3293,0,0,0,0,0,4.3
3294,0,0,0,0,0,5.2
3295,0.129,0.141,0.103,0.266,0.03,6.7
3296,0.282,0.251,0.276,0.471,0.056,8.8
3297,0.424,0.334,0.453,0.606,0.181,10.9
3298,0.558,0.401,0.625,0.701,0.325,13
3299,0.662,0.45,0.761,0.733,0.477,14.9
3300,0.607,0.409,0.706,0.592,0.523,16.5
3301,0.574,0.391,0.667,0.487,0.571,17.8
3302,0.563,0.397,0.644,0.407,0.634,18.6
3303,0.497,0.374,0.546,0.301,0.619,19.1
3304,0.442,0.359,0.461,0.204,0.616,19.1
3305,0.348,0.317,0.331,0.108,0.551,18.7
3306,0.229,0.244,0.181,0.095,0.41,17.7
3307,0.12,0.169,0.065,0.065,0.275,16.2
3308,0.038,0.036,0.036,0.036,0.036,14.4
3309,0.01,0.01,0.01,0.01,0.01,13
3310,0,0,0,0,0,11.6
3311,0,0,0,0,0,10.2
3312,0,0,0,0,0,8.9
3313,0,0,0,0,0,8.8
3314,0,0,0,0,0,8.9
3315,0,0,0,0,0,8.9
3316,0,0,0,0,0,9
3317,0,0,0,0,0,9
3318,0,0,0,0,0,9.2
3319,0.062,0.064,0.053,0.1,0.032,10.1
3320,0.152,0.138,0.146,0.218,0.066,10.4
3321,0.229,0.19,0.236,0.296,0.13,10.5
3322,0.224,0.184,0.232,0.249,0.168,11.8
3323,0.239,0.201,0.239,0.236,0.204,12.5
3324,0.34,0.268,0.363,0.327,0.304,15.2
3325,0.437,0.327,0.483,0.381,0.429,16.8
3326,0.461,0.353,0.503,0.359,0.497,17.5
3327,0.403,0.33,0.416,0.293,0.453,19.4
3328,0.302,0.262,0.293,0.214,0.341,20
3329,0.221,0.201,0.205,0.144,0.264,20
3330,0.15,0.146,0.129,0.106,0.19,18.9
3331,0.095,0.113,0.067,0.067,0.159,18
3332,0.048,0.046,0.046,0.046,0.046,17.1
3333,0.009,0.009,0.009,0.009,0.009,16.1
3334,0,0,0,0,0,15.2
3335,0,0,0,0,0,14.2
3336,0,0,0,0,0,13
3337,0,0,0,0,0,11.7
3338,0,0,0,0,0,10.3
3339,0,0,0,0,0,9.3
3340,0,0,0,0,0,9
3341,0,0,0,0,0,8.9
3342,0,0,0,0,0,9
3343,0.066,0.066,0.057,0.096,0.039,9.1
3344,0.079,0.073,0.076,0.099,0.05,9.2
3345,0.073,0.066,0.069,0.074,0.062,11
3346,0.111,0.098,0.108,0.112,0.094,13.6
3347,0.155,0.131,0.161,0.159,0.133,13.5
3348,0.225,0.185,0.236,0.216,0.204,13.6
3349,0.288,0.241,0.291,0.258,0.273,15.2
3350,0.307,0.258,0.308,0.26,0.306,16.4
3351,0.271,0.231,0.268,0.215,0.284,16.8
3352,0.213,0.189,0.204,0.165,0.228,16.8
3353,0.161,0.147,0.148,0.132,0.164,16.6
3354,0.123,0.119,0.107,0.091,0.15,16.5
3355,0.067,0.074,0.051,0.051,0.097,15.8
3356,0.016,0.033,0.015,0.015,0.045,15
3357,0.006,0.006,0.006,0.006,0.006,13.4
3358,0,0,0,0,0,11.8
3359,0,0,0,0,0,10.2
3360,0,0,0,0,0,8.7
3361,0,0,0,0,0,7.6
3362,0,0,0,0,0,6.3
3363,0,0,0,0,0,5.7
3364,0,0,0,0,0,5.3
3365,0,0,0,0,0,5.3
3366,0,0,0,0,0,5.6
3367,0.109,0.118,0.088,0.207,0.035,5.6
3368,0.255,0.229,0.246,0.41,0.064,6.7
3369,0.43,0.343,0.455,0.609,0.189,8.1
3370,0.567,0.42,0.628,0.704,0.344,10.9
