Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
4649,0.385,0.351,0.365,0.131,0.585,26.9
4650,0.249,0.259,0.202,0.104,0.411,26.4
4651,0.14,0.174,0.085,0.08,0.257,25.4
4652,0.055,0.17,0.03,0.03,0.259,24.7
4653,0.02,0.019,0.019,0.019,0.019,23.9
4654,0.001,0.001,0.001,0.001,0.001,22.4
4655,0,0,0,0,0,20.8
4656,0,0,0,0,0,19.3
4657,0,0,0,0,0,17.8
4658,0,0,0,0,0,16.2
4659,0,0,0,0,0,15.3
4660,0,0,0,0,0,14.7
4661,0,0,0,0,0,14.6
4662,0,0,0,0,0,15.5
4663,0.063,0.068,0.05,0.105,0.03,17.3
4664,0.138,0.129,0.129,0.203,0.055,19.5
4665,0.239,0.203,0.247,0.332,0.117,21.8
4666,0.384,0.298,0.416,0.478,0.236,24.1
4667,0.48,0.352,0.535,0.534,0.353,26.3
4668,0.529,0.383,0.597,0.526,0.454,28.1
4669,0.474,0.356,0.52,0.419,0.457,29.7
4670,0.408,0.315,0.442,0.325,0.432,30.8
4671,0.395,0.318,0.417,0.279,0.456,31.5
4672,0.348,0.298,0.346,0.227,0.418,31.8
4673,0.276,0.252,0.259,0.148,0.363,31.6
4674,0.236,0.245,0.194,0.105,0.383,30.7
4675,0.147,0.197,0.077,0.071,0.31,29.4
4676,0.054,0.138,0.035,0.035,0.205,27.6
4677,0.017,0.016,0.016,0.016,0.016,25.9
4678,0.001,0.001,0.001,0.001,0.001,23.5
4679,0,0,0,0,0,21.2
4680,0,0,0,0,0,18.8
4681,0,0,0,0,0,17.3
4682,0,0,0,0,0,15.7
4683,0,0,0,0,0,14.9
4684,0,0,0,0,0,14.2
4685,0,0,0,0,0,14.1
4686,0,0,0,0,0,14.9
4687,0.099,0.112,0.075,0.191,0.032,16.1
4688,0.26,0.243,0.243,0.437,0.05,17.7
4689,0.434,0.352,0.448,0.63,0.17,19.7
4690,0.591,0.437,0.645,0.752,0.33,21.7
4691,0.724,0.508,0.811,0.809,0.51,23.7
4692,0.796,0.542,0.904,0.783,0.663,25.5
4693,0.822,0.556,0.934,0.702,0.788,26.8
4694,0.794,0.552,0.891,0.577,0.866,27.8
4695,0.701,0.515,0.768,0.417,0.866,28.5
4696,0.589,0.47,0.613,0.262,0.821,28.6
4697,0.462,0.415,0.439,0.113,0.742,28.4
4698,0.287,0.307,0.226,0.082,0.533,27.7
4699,0.133,0.179,0.068,0.063,0.285,26.6
4700,0.051,0.127,0.034,0.034,0.189,25.1
4701,0.018,0.017,0.017,0.017,0.017,23.6
4702,0.001,0.001,0.001,0.001,0.001,21.4
4703,0,0,0,0,0,19.1
4704,0,0,0,0,0,16.8
4705,0,0,0,0,0,15.2
4706,0,0,0,0,0,13.5
4707,0,0,0,0,0,12.6
4708,0,0,0,0,0,12
4709,0,0,0,0,0,11.9
4710,0,0,0,0,0,12.5
4711,0.079,0.081,0.066,0.114,0.048,14
4712,0.241,0.224,0.224,0.391,0.059,15.6
4713,0.463,0.373,0.478,0.674,0.177,17.3
4714,0.572,0.426,0.625,0.727,0.325,18.8
4715,0.619,0.446,0.695,0.693,0.448,20.5
4716,0.644,0.462,0.725,0.637,0.55,22
4717,0.643,0.466,0.722,0.565,0.623,23.3
4718,0.508,0.388,0.551,0.401,0.538,24.3
4719,0.287,0.246,0.284,0.231,0.298,24.9
4720,0.199,0.179,0.186,0.17,0.195,25.3
4721,0.158,0.145,0.147,0.121,0.171,24.9
4722,0.088,0.081,0.079,0.076,0.087,24.3
4723,0.034,0.031,0.032,0.032,0.03,23.2
4724,0.011,0.011,0.01,0.01,0.011,21.8
4725,0.003,0.003,0.003,0.003,0.003,20.5
4726,0,0,0,0,0,18.5
4727,0,0,0,0,0,16.4
4728,0,0,0,0,0,14.4
4729,0,0,0,0,0,13.1
4730,0,0,0,0,0,11.6
4731,0,0,0,0,0,10.9
4732,0,0,0,0,0,10.4
4733,0,0,0,0,0,10.3
4734,0,0,0,0,0,10.9
4735,0.051,0.052,0.043,0.073,0.032,11.8
4736,0.135,0.126,0.127,0.192,0.063,13.3
4737,0.305,0.254,0.315,0.427,0.143,15.2
4738,0.499,0.376,0.547,0.634,0.289,16.5
4739,0.638,0.453,0.719,0.717,0.456,17.2
4740,0.686,0.479,0.782,0.681,0.58,17.8
4741,0.594,0.431,0.669,0.523,0.576,18.7
4742,0.507,0.393,0.548,0.406,0.535,19.6
4743,0.507,0.402,0.536,0.351,0.586,20.6
4744,0.473,0.395,0.481,0.274,0.602,21.5
4745,0.386,0.35,0.366,0.174,0.543,21.8
4746,0.275,0.278,0.227,0.135,0.425,21.8
4747,0.172,0.222,0.098,0.092,0.342,21.2
4748,0.054,0.154,0.034,0.034,0.235,19.9
4749,0.016,0.015,0.015,0.015,0.015,18.6
4750,0.001,0.001,0.001,0.001,0.001,16.8
4751,0,0,0,0,0,15.1
4752,0,0,0,0,0,13.3
4753,0,0,0,0,0,12.3
4754,0,0,0,0,0,11.2
4755,0,0,0,0,0,10.5
4756,0,0,0,0,0,10.2
4757,0,0,0,0,0,10.1
4758,0,0,0,0,0,10.2
4759,0.143,0.166,0.104,0.305,0.03,11.2
4760,0.315,0.29,0.293,0.537,0.053,12.3
4761,0.482,0.386,0.499,0.703,0.182,13.3
4762,0.643,0.472,0.702,0.817,0.357,15.5
4763,0.771,0.534,0.867,0.864,0.538,17.5
4764,0.839,0.566,0.957,0.826,0.696,19.6
4765,0.861,0.579,0.983,0.736,0.825,21
4766,0.839,0.575,0.947,0.606,0.916,21.4
4767,0.768,0.553,0.844,0.446,0.951,21.2
4768,0.651,0.509,0.68,0.273,0.916,20.4
4769,0.505,0.447,0.48,0.1,0.827,19.5
4770,0.345,0.371,0.269,0.079,0.674,18.4
4771,0.19,0.278,0.074,0.065,0.478,17.3
4772,0.069,0.133,0.048,0.048,0.193,16.3
4773,0.017,0.016,0.016,0.016,0.016,15.3
4774,0.001,0.001,0.001,0.001,0.001,14.3
4775,0,0,0,0,0,13.4
4776,0,0,0,0,0,12.5
4777,0,0,0,0,0,12.1
4778,0,0,0,0,0,11.6
4779,0,0,0,0,0,11.4
4780,0,0,0,0,0,11.3
4781,0,0,0,0,0,11.3
4782,0,0,0,0,0,12.1
4783,0.148,0.171,0.107,0.317,0.03,13
4784,0.318,0.292,0.296,0.546,0.05,13.9
4785,0.492,0.392,0.511,0.721,0.181,15.5
4786,0.647,0.472,0.708,0.823,0.356,16.7
4787,0.763,0.526,0.86,0.855,0.53,18.3
4788,0.835,0.559,0.954,0.822,0.692,19.4
4789,0.856,0.572,0.979,0.731,0.82,20.3
4790,0.775,0.536,0.874,0.565,0.845,21.5
4791,0.671,0.489,0.741,0.398,0.832,22.4
4792,0.545,0.43,0.573,0.235,0.767,23.3
4793,0.408,0.365,0.392,0.1,0.657,23.9
4794,0.273,0.29,0.218,0.082,0.509,24
4795,0.159,0.224,0.073,0.067,0.374,23.5
4796,0.061,0.109,0.044,0.044,0.156,22.4
4797,0.015,0.014,0.014,0.014,0.014,21.2
4798,0.001,0.001,0.001,0.001,0.001,19.4
4799,0,0,0,0,0,17.6
4800,0,0,0,0,0,15.8
4801,0,0,0,0,0,14.2
4802,0,0,0,0,0,12.3
4803,0,0,0,0,0,11.3
4804,0,0,0,0,0,10.6
4805,0,0,0,0,0,10.4
4806,0,0,0,0,0,11.1
4807,0.139,0.16,0.101,0.297,0.029,12.5
4808,0.302,0.278,0.283,0.517,0.053,14.4
4809,0.469,0.377,0.488,0.682,0.183,16.3
4810,0.617,0.454,0.677,0.786,0.345,17.8
4811,0.715,0.501,0.809,0.804,0.506,19.2
4812,0.668,0.466,0.764,0.664,0.566,20.5
4813,0.622,0.444,0.705,0.546,0.603,21.4
4814,0.555,0.416,0.607,0.433,0.59,22.2
4815,0.477,0.378,0.506,0.332,0.552,22.7
4816,0.483,0.395,0.502,0.251,0.645,22.8
4817,0.352,0.317,0.339,0.113,0.542,22.7
4818,0.212,0.218,0.178,0.102,0.341,22.2
4819,0.125,0.152,0.079,0.076,0.226,20.9
4820,0.035,0.129,0.02,0.02,0.207,19.5
4821,0.015,0.014,0.014,0.014,0.014,18.2
4822,0,0,0,0,0,17.1
4823,0,0,0,0,0,16
4824,0,0,0,0,0,14.9
4825,0,0,0,0,0,14.9
4826,0,0,0,0,0,14.9
4827,0,0,0,0,0,14.9
4828,0,0,0,0,0,15
4829,0,0,0,0,0,15
4830,0,0,0,0,0,15.8
4831,0.095,0.107,0.073,0.186,0.033,16.2
4832,0.251,0.23,0.235,0.413,0.061,17.4
4833,0.415,0.335,0.434,0.603,0.165,19.6
4834,0.526,0.393,0.579,0.668,0.304,21
4835,0.586,0.423,0.657,0.653,0.428,21.3
4836,0.583,0.422,0.659,0.579,0.501,21
4837,0.586,0.438,0.645,0.519,0.564,21.9
4838,0.638,0.468,0.711,0.49,0.689,23.8
4839,0.626,0.474,0.681,0.402,0.753,25.7
4840,0.518,0.426,0.53,0.289,0.666,27.4
4841,0.399,0.358,0.38,0.168,0.571,28.1
4842,0.286,0.294,0.234,0.118,0.485,28.1
4843,0.165,0.227,0.08,0.074,0.378,27.1
4844,0.065,0.1,0.047,0.047,0.141,26.1
4845,0.016,0.015,0.015,0.015,0.015,25
4846,0.001,0.001,0.001,0.001,0.001,23.4
4847,0,0,0,0,0,21.6
4848,0,0,0,0,0,19.9
4849,0,0,0,0,0,18
4850,0,0,0,0,0,15.8
4851,0,0,0,0,0,14.7
4852,0,0,0,0,0,14
4853,0,0,0,0,0,13.7
4854,0,0,0,0,0,14.5
4855,0.054,0.059,0.043,0.096,0.024,16
4856,0.093,0.086,0.087,0.124,0.051,17.8
4857,0.129,0.114,0.123,0.137,0.1,19.8
4858,0.213,0.179,0.218,0.236,0.161,22
4859,0.275,0.216,0.298,0.297,0.218,24.3
4860,0.323,0.255,0.344,0.314,0.285,24.3
4861,0.424,0.335,0.451,0.38,0.405,24.3
4862,0.511,0.403,0.541,0.416,0.528,24
4863,0.459,0.372,0.476,0.337,0.511,23.8
4864,0.415,0.349,0.417,0.262,0.504,23.2
4865,0.399,0.358,0.381,0.171,0.567,22.3
4866,0.272,0.279,0.225,0.12,0.452,21.3
4867,0.146,0.195,0.077,0.073,0.318,20.2
4868,0.046,0.153,0.028,0.028,0.248,19.1
4869,0.016,0.015,0.015,0.015,0.015,18.1
4870,0,0,0,0,0,16.6
4871,0,0,0,0,0,15.2
4872,0,0,0,0,0,13.7
4873,0,0,0,0,0,13.3
4874,0,0,0,0,0,12.7
4875,0,0,0,0,0,12.4
4876,0,0,0,0,0,12.2
4877,0,0,0,0,0,12.2
4878,0,0,0,0,0,13
4879,0.033,0.034,0.029,0.045,0.023,14.5
4880,0.063,0.058,0.059,0.071,0.047,16.6
4881,0.199,0.167,0.21,0.28,0.096,18.9
4882,0.328,0.252,0.361,0.411,0.202,21.4
4883,0.418,0.308,0.471,0.467,0.312,23.4
4884,0.511,0.365,0.583,0.51,0.438,25.1
4885,0.549,0.39,0.627,0.483,0.534,26.4
4886,0.54,0.391,0.61,0.412,0.588,27.4
4887,0.48,0.365,0.527,0.311,0.581,27.9
4888,0.476,0.386,0.499,0.243,0.642,28
4889,0.363,0.323,0.347,0.141,0.53,27.7
4890,0.226,0.231,0.191,0.109,0.366,26.8
4891,0.129,0.161,0.077,0.074,0.249,25.6
4892,0.026,0.142,0.012,0.012,0.241,24
4893,0.014,0.013,0.013,0.013,0.013,22.6
4894,0,0,0,0,0,20.8
4895,0,0,0,0,0,19.2
4896,0,0,0,0,0,17.4
4897,0,0,0,0,0,16.2
4898,0,0,0,0,0,14.7
4899,0,0,0,0,0,14
4900,0,0,0,0,0,13.4
4901,0,0,0,0,0,13.3
4902,0,0,0,0,0,14.1
4903,0.014,0.012,0.013,0.012,0.013,15.7
4904,0.045,0.042,0.042,0.046,0.038,18
4905,0.096,0.087,0.091,0.098,0.08,20.3
4906,0.168,0.145,0.165,0.174,0.136,22.6
4907,0.214,0.173,0.225,0.224,0.175,24.8
4908,0.218,0.177,0.23,0.212,0.195,26.8
4909,0.282,0.229,0.297,0.256,0.27,28.4
4910,0.4,0.303,0.439,0.316,0.425,29.5
4911,0.407,0.309,0.45,0.264,0.496,30.2
4912,0.364,0.3,0.375,0.208,0.468,30.6
4913,0.307,0.275,0.292,0.153,0.414,30.3
4914,0.233,0.239,0.195,0.106,0.387,29.6
4915,0.156,0.211,0.078,0.074,0.351,28.2
4916,0.041,0.148,0.026,0.026,0.243,26.5
4917,0.014,0.013,0.013,0.013,0.013,24.8
4918,0,0,0,0,0,22.5
4919,0,0,0,0,0,20.3
4920,0,0,0,0,0,18
4921,0,0,0,0,0,16.4
4922,0,0,0,0,0,14.6
4923,0,0,0,0,0,13.7
4924,0,0,0,0,0,13.2
4925,0,0,0,0,0,13.1
4926,0,0,0,0,0,13.5
4927,0.126,0.144,0.093,0.275,0.028,14.7
4928,0.295,0.267,0.279,0.512,0.05,16.4
4929,0.471,0.37,0.495,0.696,0.169,18.3
4930,0.625,0.45,0.692,0.799,0.343,20.3
4931,0.739,0.506,0.844,0.834,0.516,21.9
4932,0.759,0.514,0.876,0.753,0.637,23.5
4933,0.766,0.521,0.883,0.664,0.74,24.6
4934,0.792,0.542,0.905,0.579,0.868,25.5
4935,0.753,0.534,0.838,0.437,0.935,26
4936,0.639,0.488,0.68,0.255,0.913,26.1
4937,0.491,0.426,0.475,0.087,0.814,25.8
4938,0.33,0.35,0.262,0.079,0.658,25
4939,0.177,0.258,0.07,0.065,0.461,23.8
4940,0.064,0.098,0.047,0.047,0.158,22.5
4941,0.014,0.013,0.013,0.013,0.013,21.2
4942,0,0,0,0,0,19.4
4943,0,0,0,0,0,17.6
4944,0,0,0,0,0,15.8
4945,0,0,0,0,0,15.1
4946,0,0,0,0,0,14.1
4947,0,0,0,0,0,13.6
4948,0,0,0,0,0,13.1
4949,0,0,0,0,0,12.6
4950,0,0,0,0,0,13.2
4951,0.134,0.153,0.097,0.298,0.026,15.3
4952,0.3,0.271,0.285,0.525,0.049,17.6
4953,0.462,0.364,0.487,0.679,0.172,19.8
4954,0.614,0.441,0.683,0.789,0.335,22
4955,0.755,0.509,0.862,0.851,0.521,23.9
4956,0.826,0.541,0.956,0.815,0.682,25.6
4957,0.802,0.531,0.932,0.69,0.774,26.9
4958,0.747,0.517,0.852,0.552,0.817,27.8
4959,0.657,0.488,0.722,0.415,0.796,28.2
4960,0.457,0.379,0.463,0.279,0.563,28.4
4961,0.267,0.241,0.251,0.176,0.316,27.9
4962,0.2,0.198,0.172,0.116,0.293,26.9
4963,0.153,0.201,0.083,0.08,0.33,25.5
4964,0.037,0.133,0.026,0.026,0.221,23.8
4965,0.012,0.011,0.011,0.011,0.011,22.2
4966,0,0,0,0,0,20.3
4967,0,0,0,0,0,18.4
4968,0,0,0,0,0,16.5
4969,0,0,0,0,0,15.1
4970,0,0,0,0,0,13.5
4971,0,0,0,0,0,12.7
4972,0,0,0,0,0,11.9
4973,0,0,0,0,0,11.2
4974,0,0,0,0,0,11.6
4975,0.06,0.06,0.052,0.083,0.041,13.7
4976,0.144,0.133,0.136,0.187,0.086,16
4977,0.271,0.226,0.278,0.357,0.147,18.2
4978,0.386,0.3,0.414,0.463,0.25,20.4
4979,0.478,0.356,0.526,0.52,0.362,22.4
4980,0.566,0.401,0.648,0.564,0.485,24
4981,0.572,0.405,0.656,0.504,0.556,25.4
4982,0.559,0.407,0.631,0.431,0.607,26.3
4983,0.538,0.403,0.593,0.345,0.652,26.7
4984,0.451,0.361,0.477,0.223,0.615,26.7
4985,0.336,0.298,0.324,0.137,0.486,26.3
4986,0.188,0.187,0.162,0.11,0.277,25.1
4987,0.088,0.097,0.065,0.065,0.133,23.6
4988,0.015,0.104,0.011,0.011,0.182,21.8
4989,0.009,0.009,0.009,0.009,0.009,20.2
4990,0,0,0,0,0,18.8
4991,0,0,0,0,0,17.5
4992,0,0,0,0,0,16.3
4993,0,0,0,0,0,15.8
4994,0,0,0,0,0,15.4
4995,0,0,0,0,0,15.1
4996,0,0,0,0,0,14.9
4997,0,0,0,0,0,14.7
4998,0,0,0,0,0,14.9
4999,0.074,0.079,0.06,0.133,0.034,16
5000,0.203,0.184,0.193,0.312,0.075,17.1
5001,0.346,0.282,0.364,0.488,0.159,18.1
5002,0.44,0.333,0.485,0.549,0.27,18.7
5003,0.519,0.378,0.587,0.578,0.387,19.7
5004,0.64,0.441,0.737,0.636,0.542,21
5005,0.751,0.496,0.876,0.647,0.725,21.5
5006,0.718,0.483,0.83,0.521,0.792,21.7
5007,0.615,0.437,0.692,0.361,0.768,21.5
5008,0.507,0.393,0.544,0.219,0.718,21.2
5009,0.381,0.332,0.372,0.091,0.613,20.4
5010,0.26,0.272,0.211,0.076,0.506,19.7
5011,0.137,0.196,0.059,0.057,0.351,19.1
5012,0.047,0.077,0.037,0.037,0.112,18.5
5013,0.011,0.01,0.01,0.01,0.01,17.8
5014,0,0,0,0,0,17.2
5015,0,0,0,0,0,15.1
5016,0,0,0,0,0,15.8
5017,0,0,0,0,0,15.5
5018,0,0,0,0,0,15
5019,0,0,0,0,0,14.7
5020,0,0,0,0,0,14.4
5021,0,0,0,0,0,14.2
5022,0,0,0,0,0,14.4
5023,0.067,0.074,0.052,0.136,0.023,15.1
5024,0.196,0.176,0.188,0.332,0.046,16.5
5025,0.36,0.285,0.385,0.532,0.138,18.5
5026,0.476,0.348,0.535,0.612,0.271,20.3
5027,0.594,0.409,0.685,0.672,0.421,21.6
5028,0.688,0.458,0.803,0.685,0.576,23.6
5029,0.676,0.452,0.789,0.586,0.655,24.5
5030,0.503,0.353,0.577,0.378,0.552,25.4
5031,0.434,0.317,0.487,0.267,0.536,25.8
5032,0.421,0.329,0.449,0.192,0.586,25.4
5033,0.337,0.296,0.331,0.096,0.533,24.1
5034,0.238,0.247,0.198,0.089,0.438,23.4
5035,0.126,0.172,0.063,0.063,0.295,22.8
5036,0.029,0.105,0.024,0.024,0.176,21.7
5037,0.01,0.01,0.01,0.01,0.01,21.4
5038,0,0,0,0,0,21.2
5039,0,0,0,0,0,20.8
5040,0,0,0,0,0,20.6
5041,0,0,0,0,0,19.5
5042,0,0,0,0,0,20.4
5043,0,0,0,0,0,20.3
5044,0,0,0,0,0,18.9
5045,0,0,0,0,0,19.9
5046,0,0,0,0,0,20.3
5047,0.088,0.098,0.068,0.185,0.027,20.8
5048,0.187,0.169,0.18,0.312,0.05,21.2
5049,0.316,0.251,0.334,0.455,0.13,20.8
5050,0.47,0.342,0.529,0.604,0.267,21.7
5051,0.44,0.317,0.503,0.494,0.326,22.2
5052,0.346,0.273,0.369,0.336,0.306,22.2
5053,0.412,0.32,0.444,0.369,0.395,20.6
5054,0.488,0.363,0.541,0.383,0.52,22.9
5055,0.473,0.355,0.525,0.306,0.575,23
5056,0.432,0.344,0.46,0.215,0.589,23.2
5057,0.385,0.336,0.378,0.111,0.607,23
5058,0.263,0.273,0.216,0.086,0.503,22.8
5059,0.124,0.168,0.063,0.063,0.288,22.7
5060,0.027,0.092,0.024,0.024,0.154,22.5
5061,0.009,0.009,0.009,0.009,0.009,22
5062,0,0,0,0,0,21.5
5063,0,0,0,0,0,21
5064,0,0,0,0,0,20.5
5065,0,0,0,0,0,19.6
5066,0,0,0,0,0,18.5
5067,0,0,0,0,0,18
5068,0,0,0,0,0,17.4
5069,0,0,0,0,0,17
5070,0,0,0,0,0,17.4
5071,0.033,0.033,0.028,0.049,0.021,19.4
5072,0.125,0.114,0.12,0.185,0.055,21.6
5073,0.258,0.21,0.267,0.347,0.13,24
5074,0.338,0.26,0.366,0.407,0.219,26.5
5075,0.483,0.344,0.552,0.541,0.354,28.5
5076,0.62,0.418,0.725,0.619,0.524,28.5
5077,0.601,0.409,0.698,0.524,0.583,28.4
5078,0.54,0.382,0.618,0.409,0.59,28.4
5079,0.463,0.346,0.515,0.299,0.563,28.3
5080,0.418,0.331,0.447,0.205,0.573,27.7
5081,0.365,0.319,0.36,0.106,0.578,26.9
5082,0.257,0.265,0.213,0.088,0.487,25.8
5083,0.136,0.189,0.065,0.065,0.336,24.7
5084,0.04,0.038,0.038,0.038,0.038,23.5
5085,0.011,0.01,0.01,0.01,0.01,21.8
5086,0,0,0,0,0,20
5087,0,0,0,0,0,18.6
5088,0,0,0,0,0,17.3
5089,0,0,0,0,0,15.9
5090,0,0,0,0,0,14.5
5091,0,0,0,0,0,13.1
5092,0,0,0,0,0,12.5
5093,0,0,0,0,0,11.9
5094,0,0,0,0,0,12.1
5095,0.071,0.079,0.056,0.147,0.025,14.2
5096,0.155,0.139,0.149,0.238,0.06,16.7
5097,0.287,0.229,0.306,0.413,0.123,18.8
5098,0.463,0.334,0.524,0.598,0.261,20.6
5099,0.577,0.392,0.671,0.656,0.407,22.8
5100,0.636,0.423,0.747,0.635,0.536,24.3
5101,0.65,0.431,0.764,0.564,0.632,25.5
5102,0.659,0.441,0.768,0.48,0.729,26.2
5103,0.623,0.446,0.698,0.377,0.767,26.7
5104,0.471,0.371,0.503,0.228,0.646,26.7
5105,0.303,0.265,0.296,0.112,0.454,26.3
5106,0.162,0.161,0.14,0.088,0.253,25.4
5107,0.079,0.096,0.052,0.052,0.148,24.1
5108,0.032,0.03,0.03,0.03,0.03,22.4
5109,0.006,0.006,0.006,0.006,0.006,20.5
5110,0,0,0,0,0,18.6
5111,0,0,0,0,0,16.7
5112,0,0,0,0,0,14.9
5113,0,0,0,0,0,13.8
5114,0,0,0,0,0,12.5
5115,0,0,0,0,0,11.6
5116,0,0,0,0,0,10.9
5117,0,0,0,0,0,10.3
5118,0,0,0,0,0,10.6
5119,0.01,0.01,0.009,0.014,0.007,12.5
5120,0.035,0.032,0.033,0.039,0.027,14.6
5121,0.059,0.052,0.056,0.062,0.046,16.9
5122,0.083,0.073,0.08,0.083,0.07,19
5123,0.1,0.091,0.093,0.093,0.091,20.9
5124,0.167,0.146,0.165,0.158,0.152,22.6
5125,0.258,0.219,0.259,0.235,0.243,23.9
5126,0.325,0.264,0.343,0.273,0.333,24.8
5127,0.421,0.327,0.455,0.292,0.49,25.3
5128,0.419,0.339,0.437,0.236,0.541,25.3
5129,0.334,0.294,0.327,0.145,0.483,24.8
5130,0.248,0.251,0.21,0.108,0.436,23.7
5131,0.133,0.179,0.069,0.069,0.313,22.2
5132,0.042,0.04,0.04,0.04,0.04,20.2
5133,0.009,0.009,0.009,0.009,0.009,18.4
5134,0,0,0,0,0,16.5
5135,0,0,0,0,0,14.6
5136,0,0,0,0,0,12.8
5137,0,0,0,0,0,12.1
5138,0,0,0,0,0,11.3
5139,0,0,0,0,0,10.8
5140,0,0,0,0,0,10.3
5141,0,0,0,0,0,10.1
5142,0,0,0,0,0,10.3
5143,0.024,0.023,0.022,0.025,0.021,12.7
5144,0.094,0.085,0.089,0.127,0.052,15.3
5145,0.177,0.147,0.185,0.235,0.097,18
5146,0.282,0.219,0.306,0.338,0.187,20.4
5147,0.424,0.31,0.473,0.463,0.32,22.7
5148,0.523,0.365,0.607,0.522,0.449,22.2
5149,0.563,0.387,0.656,0.494,0.549,21.6
5150,0.52,0.365,0.6,0.394,0.571,20.9
5151,0.506,0.372,0.568,0.321,0.619,20.2
5152,0.413,0.325,0.444,0.202,0.567,19.7
5153,0.337,0.293,0.335,0.108,0.529,19
5154,0.261,0.267,0.22,0.1,0.488,18.2
5155,0.127,0.168,0.072,0.072,0.288,17.2
5156,0.047,0.045,0.045,0.045,0.045,15.9
5157,0.009,0.009,0.009,0.009,0.009,15.7
5158,0,0,0,0,0,15.4
5159,0,0,0,0,0,15.3
5160,0,0,0,0,0,15.1
5161,0,0,0,0,0,15.4
5162,0,0,0,0,0,15.8
5163,0,0,0,0,0,16
5164,0,0,0,0,0,16.3
5165,0,0,0,0,0,16.4
5166,0,0,0,0,0,16.5
5167,0.071,0.078,0.057,0.148,0.026,17.3
5168,0.239,0.212,0.236,0.423,0.05,18.4
5169,0.436,0.332,0.472,0.654,0.15,19.5
5170,0.573,0.398,0.653,0.744,0.307,20.7
5171,0.63,0.416,0.738,0.717,0.437,21.6
5172,0.654,0.422,0.776,0.652,0.546,22.4
5173,0.656,0.428,0.777,0.567,0.638,23
5174,0.602,0.407,0.703,0.444,0.666,23.5
5175,0.573,0.409,0.647,0.348,0.708,23.7
5176,0.503,0.387,0.543,0.229,0.701,23.7
5177,0.354,0.306,0.352,0.113,0.557,23.6
5178,0.242,0.243,0.205,0.105,0.429,22.9
5179,0.137,0.19,0.069,0.069,0.345,21.4
5180,0.042,0.04,0.04,0.04,0.04,21.7
5181,0.011,0.01,0.01,0.01,0.01,21.5
5182,0,0,0,0,0,21.1
5183,0,0,0,0,0,20.3
5184,0,0,0,0,0,20.3
5185,0,0,0,0,0,19.5
5186,0,0,0,0,0,19.3
5187,0,0,0,0,0,19.1
5188,0,0,0,0,0,18.9
5189,0,0,0,0,0,18.8
5190,0,0,0,0,0,18.8
5191,0.082,0.09,0.064,0.177,0.025,19.2
5192,0.267,0.233,0.263,0.481,0.047,19.8
5193,0.458,0.343,0.498,0.692,0.149,20.7
5194,0.619,0.424,0.706,0.804,0.326,21.5
5195,0.734,0.476,0.859,0.832,0.502,22.1
5196,0.807,0.508,0.956,0.798,0.666,22.6
5197,0.828,0.521,0.982,0.705,0.798,23
5198,0.787,0.509,0.922,0.562,0.869,23.4
5199,0.703,0.478,0.806,0.396,0.889,23.5
5200,0.589,0.436,0.644,0.229,0.852,23.9
5201,0.451,0.38,0.453,0.086,0.767,22.3
5202,0.289,0.298,0.238,0.079,0.599,22.8
5203,0.142,0.206,0.063,0.063,0.394,22.9
5204,0.043,0.041,0.041,0.041,0.041,22.3
5205,0.011,0.01,0.01,0.01,0.01,21.2
5206,0,0,0,0,0,20.1
5207,0,0,0,0,0,18.9
5208,0,0,0,0,0,17.7
5209,0,0,0,0,0,16
5210,0,0,0,0,0,14.1
5211,0,0,0,0,0,13
5212,0,0,0,0,0,12
5213,0,0,0,0,0,11.3
5214,0,0,0,0,0,11.3
5215,0.022,0.02,0.02,0.02,0.02,13.4
5216,0.039,0.036,0.036,0.039,0.033,15.8
5217,0.05,0.045,0.047,0.049,0.043,18.2
5218,0.068,0.06,0.065,0.067,0.058,20.5
5219,0.081,0.07,0.08,0.079,0.071,22.8
5220,0.101,0.089,0.1,0.096,0.093,24.6
5221,0.119,0.103,0.117,0.109,0.112,26
5222,0.114,0.097,0.114,0.099,0.112,26.9
5223,0.146,0.122,0.152,0.115,0.159,27.4
5224,0.197,0.17,0.193,0.147,0.215,27.5
5225,0.183,0.163,0.173,0.125,0.215,26.9
5226,0.149,0.146,0.131,0.092,0.221,25.8
5227,0.095,0.119,0.06,0.06,0.199,24
5228,0.032,0.03,0.03,0.03,0.03,22
5229,0.005,0.005,0.005,0.005,0.005,20.1
5230,0,0,0,0,0,18.2
5231,0,0,0,0,0,16.3
5232,0,0,0,0,0,14.4
5233,0,0,0,0,0,13.8
5234,0,0,0,0,0,12.9
5235,0,0,0,0,0,12.5
5236,0,0,0,0,0,12.1
5237,0,0,0,0,0,11.7
5238,0,0,0,0,0,12
5239,0.024,0.021,0.022,0.02,0.022,14.2
5240,0.093,0.085,0.09,0.119,0.061,17
5241,0.202,0.17,0.206,0.25,0.126,19.7
5242,0.341,0.263,0.371,0.407,0.227,22.4
5243,0.513,0.358,0.594,0.576,0.376,24.8
5244,0.605,0.394,0.721,0.605,0.51,26.9
5245,0.662,0.429,0.788,0.573,0.644,28.5
5246,0.629,0.417,0.741,0.46,0.698,29.7
5247,0.497,0.347,0.573,0.293,0.627,30.3
5248,0.432,0.329,0.471,0.193,0.607,30.4
5249,0.361,0.307,0.363,0.102,0.587,29.9
